1	Q0	75371	1	11.960380554199219
1	Q0	7092	2	11.789400100708008
1	Q0	10239	3	9.610182762145996
1	Q0	53737	4	9.407501220703125
1	Q0	12509	5	9.372901916503906
1	Q0	12398	6	9.372901916503906
1	Q0	42979	7	8.668988227844238
1	Q0	61382	8	8.638738632202148
1	Q0	79280	9	8.349903106689453
1	Q0	840	10	8.32768440246582
1	Q0	12208	11	8.161219596862793
1	Q0	76923	12	8.159370422363281
1	Q0	2614	13	7.992918014526367
1	Q0	2330	14	7.964640617370606
1	Q0	2293	15	7.927068710327148
1	Q0	2517	16	7.87467098236084
1	Q0	10073	17	7.747749328613281
1	Q0	10066	18	7.538603782653809
1	Q0	71080	19	7.530038356781006
1	Q0	9040	20	7.479921340942383
1	Q0	53754	21	7.426737785339356
1	Q0	49699	22	7.382270812988281
1	Q0	9671	23	7.346837043762207
1	Q0	49221	24	7.317301273345947
1	Q0	6384	25	7.197932243347168
1	Q0	10780	26	7.135409355163574
1	Q0	12277	27	7.085232257843018
1	Q0	7298	28	6.94469165802002
1	Q0	11534	29	6.854079246520996
1	Q0	11291	30	6.813835144042969
1	Q0	52100	31	6.774527549743652
1	Q0	32520	32	6.773206233978272
1	Q0	74800	33	6.716276168823242
1	Q0	6677	34	6.694297790527344
1	Q0	65689	35	6.656914710998535
1	Q0	7584	36	6.655032634735107
1	Q0	8245	37	6.64727783203125
1	Q0	6629	38	6.620508193969726
1	Q0	44995	39	6.565103530883789
1	Q0	6312	40	6.487968444824219
1	Q0	6551	41	6.456230163574219
1	Q0	1925	42	6.454264640808106
1	Q0	8195	43	6.454264640808106
1	Q0	44788	44	6.435889720916748
1	Q0	48744	45	6.417333602905273
1	Q0	6250	46	6.41475248336792
1	Q0	10601	47	6.409793853759766
1	Q0	76000	48	6.371699810028076
1	Q0	75655	49	6.354939460754394
1	Q0	10110	50	6.350999355316162
1	Q0	7140	51	6.340310096740723
1	Q0	75972	52	6.221467018127441
1	Q0	53833	53	6.161027908325195
1	Q0	11405	54	6.145527362823486
1	Q0	2423	55	6.137627601623535
1	Q0	45585	56	6.082421779632568
1	Q0	10936	57	6.055763721466064
1	Q0	74712	58	6.047276973724365
1	Q0	1842	59	5.994663238525391
1	Q0	76257	60	5.988794326782226
1	Q0	64116	61	5.971871852874756
1	Q0	76097	62	5.967114925384522
1	Q0	5992	63	5.931751728057861
1	Q0	12245	64	5.923877239227295
1	Q0	30594	65	5.884806632995606
1	Q0	11399	66	5.879298686981201
1	Q0	6668	67	5.868729114532471
1	Q0	6999	68	5.785027980804443
1	Q0	75399	69	5.742747783660889
1	Q0	81832	70	5.736015319824219
1	Q0	41186	71	5.703122615814209
1	Q0	5670	72	5.692132472991943
1	Q0	3339	73	5.687052249908447
1	Q0	11122	74	5.68146276473999
1	Q0	44015	75	5.617260932922363
1	Q0	11037	76	5.613260746002197
1	Q0	7378	77	5.598875999450684
1	Q0	63617	78	5.573701858520508
1	Q0	6427	79	5.516965866088867
1	Q0	29796	80	5.516965866088867
1	Q0	5970	81	5.495937824249268
1	Q0	29741	82	5.495937824249268
1	Q0	75496	83	5.481053829193115
1	Q0	75368	84	5.477890491485596
1	Q0	23895	85	5.473342895507812
1	Q0	69989	86	5.457756042480469
1	Q0	31671	87	5.451577663421631
1	Q0	65617	88	5.451488494873047
1	Q0	10211	89	5.441850185394287
1	Q0	61631	90	5.431250095367432
1	Q0	75763	91	5.391817092895508
1	Q0	29736	92	5.338633060455322
1	Q0	74261	93	5.314726829528809
1	Q0	30832	94	5.304595470428467
