1	Q0	6861	1	72.839836	DPR [m]
1	Q0	8468	2	71.8831	DPR [m]
1	Q0	2958	3	70.356606	DPR [m]
1	Q0	3797	4	70.30731	DPR [m]
1	Q0	3141	5	70.21589	DPR [m]
1	Q0	3163	6	69.9811	DPR [m]
1	Q0	4274	7	69.90665	DPR [m]
1	Q0	2878	8	69.88831	DPR [m]
1	Q0	10503	9	69.76504	DPR [m]
1	Q0	2725	10	69.68432	DPR [m]
1	Q0	682	11	69.59533	DPR [m]
1	Q0	74867	12	69.41628	DPR [m]
1	Q0	2742	13	69.39142	DPR [m]
1	Q0	2764	14	69.38974	DPR [m]
1	Q0	10507	15	69.276596	DPR [m]
1	Q0	10785	16	69.10302	DPR [m]
1	Q0	16065	17	69.086586	DPR [m]
1	Q0	2731	18	69.08135	DPR [m]
1	Q0	2899	19	68.96033	DPR [m]
1	Q0	6805	20	68.89313	DPR [m]
1	Q0	1948	21	68.85792	DPR [m]
1	Q0	2890	22	68.791275	DPR [m]
1	Q0	3305	23	68.67625	DPR [m]
1	Q0	2983	24	68.42526	DPR [m]
1	Q0	10357	25	68.365105	DPR [m]
1	Q0	3175	26	67.391914	DPR [m]
1	Q0	2363	27	67.3403	DPR [m]
1	Q0	4032	28	67.226875	DPR [m]
1	Q0	10555	29	67.12421	DPR [m]
1	Q0	11912	30	66.7067	DPR [m]
1	Q0	5108	31	66.618454	DPR [m]
1	Q0	5335	32	66.598785	DPR [m]
1	Q0	16066	33	66.57022	DPR [m]
1	Q0	11482	34	66.53856	DPR [m]
1	Q0	5337	35	66.40115	DPR [m]
1	Q0	1670	36	66.40081	DPR [m]
1	Q0	5067	37	66.30512	DPR [m]
1	Q0	1953	38	66.15562	DPR [m]
1	Q0	3334	39	66.15562	DPR [m]
1	Q0	9539	40	66.15562	DPR [m]
1	Q0	8642	41	66.15562	DPR [m]
1	Q0	3799	42	66.15562	DPR [m]
1	Q0	906	43	66.15442	DPR [m]
1	Q0	7629	44	66.12374	DPR [m]
1	Q0	7972	45	66.11995	DPR [m]
1	Q0	1817	46	66.05784	DPR [m]
1	Q0	9384	47	65.93912	DPR [m]
1	Q0	7985	48	65.93862	DPR [m]
1	Q0	596	49	65.83656	DPR [m]
1	Q0	1012	50	65.83656	DPR [m]
1	Q0	5118	51	65.80425	DPR [m]
1	Q0	10871	52	65.79436	DPR [m]
1	Q0	3742	53	65.77698	DPR [m]
1	Q0	10965	54	65.77401	DPR [m]
1	Q0	1819	55	65.75603	DPR [m]
1	Q0	6951	56	65.71704	DPR [m]
1	Q0	625	57	65.696465	DPR [m]
1	Q0	1805	58	65.639946	DPR [m]
1	Q0	2773	59	65.63896	DPR [m]
1	Q0	2743	60	65.622475	DPR [m]
1	Q0	44622	61	65.58023	DPR [m]
1	Q0	43284	62	65.58007	DPR [m]
1	Q0	10011	63	65.567986	DPR [m]
1	Q0	9961	64	65.55434	DPR [m]
1	Q0	10853	65	65.331604	DPR [m]
1	Q0	11930	66	65.21213	DPR [m]
1	Q0	2374	67	65.19348	DPR [m]
1	Q0	3317	68	65.17245	DPR [m]
1	Q0	3264	69	65.107796	DPR [m]
1	Q0	11229	70	65.100685	DPR [m]
1	Q0	5332	71	65.08472	DPR [m]
1	Q0	7534	72	65.06431	DPR [m]
1	Q0	10780	73	65.058815	DPR [m]
1	Q0	7647	74	65.04323	DPR [m]
1	Q0	4744	75	65.00564	DPR [m]
1	Q0	10395	76	64.99053	DPR [m]
1	Q0	77540	77	64.93001	DPR [m]
1	Q0	11235	78	64.88175	DPR [m]
1	Q0	45186	79	64.87199	DPR [m]
1	Q0	3349	80	64.8682	DPR [m]
1	Q0	818	81	64.8406	DPR [m]
1	Q0	2913	82	64.825096	DPR [m]
1	Q0	11144	83	64.81409	DPR [m]
1	Q0	7504	84	64.77266	DPR [m]
1	Q0	2711	85	64.73236	DPR [m]
1	Q0	9523	86	64.724	DPR [m]
1	Q0	7865	87	64.66329	DPR [m]
1	Q0	1126	88	64.62896	DPR [m]
1	Q0	1798	89	64.595795	DPR [m]
1	Q0	5003	90	64.55452	DPR [m]
1	Q0	5142	91	64.55452	DPR [m]
1	Q0	5305	92	64.45207	DPR [m]
1	Q0	1781	93	64.43654	DPR [m]
1	Q0	5119	94	64.398834	DPR [m]
1	Q0	5120	95	64.38779	DPR [m]
1	Q0	10439	96	64.38342	DPR [m]
1	Q0	1634	97	64.38007	DPR [m]
1	Q0	5221	98	64.36739	DPR [m]
