1	Q0	32907	1	-25.890086419022392
1	Q0	12509	2	-25.94360968489398
1	Q0	12398	3	-25.94360968489398
1	Q0	31665	4	-26.934137270043312
1	Q0	53737	5	-29.09836218785326
1	Q0	46025	6	-29.572155814005836
1	Q0	1670	7	-29.727762367972314
1	Q0	32520	8	-30.046771438685013
1	Q0	11607	9	-30.144879516083325
1	Q0	11995	10	-30.239221845838124
1	Q0	48744	11	-30.300820530217905
1	Q0	12491	12	-30.513744834858798
1	Q0	12511	13	-30.534645403133595
1	Q0	14924	14	-31.509757947412528
1	Q0	13579	15	-31.510902101431693
1	Q0	32519	16	-31.639722643273032
1	Q0	11616	17	-31.68771611222894
1	Q0	45939	18	-31.815276182744046
1	Q0	77854	19	-31.973152154434743
1	Q0	77892	20	-32.35769278084137
1	Q0	10614	21	-32.4779474849733
1	Q0	10507	22	-32.483526590825456
1	Q0	10548	23	-32.48757134662416
1	Q0	10357	24	-32.48960247741544
1	Q0	10555	25	-32.56659975814166
1	Q0	10348	26	-32.576024890095574
1	Q0	1756	27	-32.60719395200922
1	Q0	75371	28	-32.73167200174054
1	Q0	5282	29	-32.736887002453585
1	Q0	77540	30	-32.80529111618221
1	Q0	77531	31	-32.824737196509616
1	Q0	77476	32	-32.83558974302835
1	Q0	77451	33	-32.84232056697241
1	Q0	7092	34	-32.935486751976214
1	Q0	10871	35	-32.93648915339042
1	Q0	3305	36	-32.94898520654522
1	Q0	77918	37	-32.95209561477611
1	Q0	77885	38	-32.984160674748935
1	Q0	5992	39	-33.015463406309635
1	Q0	7488	40	-33.10242040168172
1	Q0	77917	41	-33.124954806830374
1	Q0	7558	42	-33.238019609378696
1	Q0	7471	43	-33.255362678791684
1	Q0	41465	44	-33.275922543714195
1	Q0	8837	45	-33.31261359198598
1	Q0	75401	46	-33.320108658723264
1	Q0	7711	47	-33.36212889273277
1	Q0	6427	48	-33.43001692406356
1	Q0	5970	49	-33.43328920116026
1	Q0	29796	50	-33.434576801390094
1	Q0	29741	51	-33.43785138368761
1	Q0	34340	52	-33.492269371127946
1	Q0	5947	53	-33.49492957298893
1	Q0	30045	54	-33.49957703041692
1	Q0	6115	55	-33.50282998962166
1	Q0	45838	56	-33.63497831482347
1	Q0	10239	57	-33.64081212635835
1	Q0	10771	58	-33.67735182303783
1	Q0	46047	59	-33.84604472202669
1	Q0	46336	60	-33.92465432644445
1	Q0	840	61	-34.20033705953606
1	Q0	70382	62	-34.38013552013023
1	Q0	46057	63	-34.406001766273
1	Q0	79280	64	-34.43685338625484
1	Q0	2614	65	-34.62228317651244
1	Q0	6384	66	-34.70732506258731
1	Q0	2293	67	-34.72948520337302
1	Q0	11244	68	-34.77539237301187
1	Q0	71080	69	-34.78202464155408
1	Q0	2517	70	-34.78691003311635
